CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Avg_Utilization_Ratio
779995833,49,M,0,Unknown,Married,$60K - $80K,Blue,2,10177,1748,3557,0.172
714215058,42,F,3,High School,Married,Less than $40K,Blue,2,6848,0,4006,0
789407958,42,M,1,Graduate,Married,$60K - $80K,Blue,2,17165,1153,4063,0.067
715118058,45,M,3,Graduate,Married,$80K - $120K,Blue,3,20274,2100,5274,0.104
713672208,50,M,1,Doctorate,Divorced,$60K - $80K,Blue,5,19939,0,3342,0
720865383,53,M,3,Graduate,Single,$120K +,Blue,3,3378,1852,4437,0.548
713701533,51,M,2,Unknown,Married,$80K - $120K,Blue,3,9773,1998,3578,0.204
778895883,50,F,1,Unknown,Married,Unknown,Blue,3,3668,0,4430,0
719655258,64,M,0,Graduate,Single,Less than $40K,Blue,2,3196,0,3412,0
711205758,45,M,3,College,Single,$80K - $120K,Silver,3,34516,0,2534,0
806264958,52,F,2,High School,Single,Less than $40K,Blue,2,7030,994,3211,0.141
714659133,47,M,5,High School,Married,$80K - $120K,Blue,2,9410,0,2178,0
716425833,38,M,2,Graduate,Single,$120K +,Blue,2,34516,1229,1797,0.036
712166583,45,F,0,Graduate,Married,Less than $40K,Blue,3,4096,1468,3490,0.358
713124558,43,F,2,Graduate,Married,Unknown,Blue,1,7210,782,4249,0.108
714048783,57,M,2,High School,Single,$80K - $120K,Blue,3,8026,2202,4072,0.274
708784908,47,F,3,Graduate,Unknown,Unknown,Blue,1,18064,2039,4435,0.113
714332658,42,F,3,Graduate,Single,Less than $40K,Blue,2,5596,1086,3896,0.194
719169783,52,F,2,Uneducated,Married,Less than $40K,Blue,3,6897,640,2781,0.093
718270833,48,F,3,Post-Graduate,Married,Less than $40K,Silver,3,13991,1580,4100,0.113
721268133,44,M,3,Post-Graduate,Married,$40K - $60K,Blue,2,11366,2109,3495,0.186
795343683,40,F,3,High School,Single,Less than $40K,Blue,1,1707,989,3935,0.579
715611933,50,F,4,Doctorate,Married,Unknown,Blue,4,23692,2402,3632,0.101
711184983,41,M,5,Unknown,Unknown,$80K - $120K,Blue,2,11191,0,3839,0
779601783,42,F,5,College,Married,Less than $40K,Blue,1,3476,700,4364,0.201
784263558,43,M,2,Uneducated,Single,$60K - $80K,Silver,3,27781,0,3184,0
720795858,44,M,4,Graduate,Single,$60K - $80K,Blue,3,10534,0,3456,0
756629133,61,F,1,Graduate,Single,Less than $40K,Blue,2,2721,0,2088,0
714387108,51,M,3,Graduate,Single,$80K - $120K,Blue,2,10458,0,3481,0
712164333,40,M,4,High School,Married,$60K - $80K,Blue,3,12544,1636,1758,0.13
714429258,46,M,5,Doctorate,Single,$60K - $80K,Blue,3,11464,0,3660,0
796791258,50,M,1,Uneducated,Married,$120K +,Blue,2,3104,1791,4006,0.577
711220683,48,M,1,Unknown,Married,$60K - $80K,Blue,1,11770,1813,3280,0.154
717582558,50,M,1,Graduate,Single,$120K +,Blue,2,34516,1185,3874,0.034
714779733,44,M,4,Unknown,Single,$60K - $80K,Blue,1,10998,1586,2237,0.144
817965858,42,F,4,Unknown,Married,Less than $40K,Blue,1,2757,1785,3766,0.647
717358158,46,M,3,Uneducated,Single,$60K - $80K,Blue,1,5489,1189,3215,0.217
720301458,52,M,1,High School,Single,$120K +,Blue,1,19709,1924,3000,0.098
826471458,42,M,3,Graduate,Married,Less than $40K,Blue,3,6967,1767,1919,0.254
794579658,47,M,3,High School,Married,$80K - $120K,Blue,2,23424,2517,3537,0.107
717052158,39,M,3,High School,Single,$60K - $80K,Blue,2,21718,2386,3492,0.11
818311533,53,F,3,Uneducated,Single,Less than $40K,Blue,3,4908,1429,3535,0.291
716156508,52,M,2,High School,Single,$40K - $60K,Blue,1,1470,0,4095,0
711191808,39,M,0,Graduate,Single,$80K - $120K,Gold,1,34516,1793,4256,0.052
712084383,63,M,1,Graduate,Single,Less than $40K,Blue,2,7936,2081,4247,0.262
788641758,53,M,4,College,Single,$60K - $80K,Blue,3,14366,888,3868,0.062
788768883,54,F,0,Unknown,Single,$40K - $60K,Blue,1,9231,1642,4676,0.178
713277783,45,F,4,Uneducated,Married,$40K - $60K,Silver,2,18679,905,2168,0.048
717451833,45,F,3,Uneducated,Divorced,Unknown,Blue,3,20356,2517,4547,0.124
712291308,52,F,1,Uneducated,Single,Unknown,Blue,1,2259,1721,1852,0.762
712852233,64,F,0,Graduate,Single,Less than $40K,Blue,3,6663,765,4583,0.115
712312908,47,F,4,Unknown,Unknown,Less than $40K,Blue,2,2424,0,3890,0
773457558,45,F,5,College,Single,$40K - $60K,Silver,2,15677,1227,3818,0.078
716194683,41,M,4,Graduate,Divorced,$40K - $60K,Blue,2,2334,1138,2155,0.488
720563058,56,F,3,College,Single,Unknown,Blue,1,1816,1052,4175,0.579
719502183,52,F,2,Graduate,Married,Less than $40K,Blue,1,4950,1829,4529,0.369
712287333,39,M,1,Uneducated,Single,$80K - $120K,Blue,1,34516,2055,4048,0.06
716944983,61,M,0,Uneducated,Married,$120K +,Blue,3,24172,2517,1658,0.104
718115733,57,M,1,Graduate,Married,$60K - $80K,Blue,1,9037,1544,1627,0.171
827691858,46,F,3,College,Single,Less than $40K,Blue,2,7616,1251,2006,0.164
716431833,38,M,2,Unknown,Divorced,$40K - $60K,Blue,3,11209,1165,4614,0.104
717265983,44,F,4,Uneducated,Divorced,Unknown,Blue,2,9908,2066,3749,0.209
769578858,40,M,2,Graduate,Married,$40K - $60K,Silver,3,18737,0,4010,0
712815858,57,F,1,High School,Single,Less than $40K,Blue,2,5330,0,3525,0
815851233,52,M,3,High School,Single,$120K +,Blue,1,19032,0,1726,0
779425608,50,F,1,Unknown,Single,Unknown,Blue,1,5916,983,3752,0.166
811532208,51,M,4,Graduate,Married,$40K - $60K,Silver,5,16277,1170,3634,0.072
713896533,42,M,4,High School,Single,$60K - $80K,Blue,1,9442,838,3157,0.089
712546233,51,F,3,Unknown,Single,Less than $40K,Blue,1,2990,0,4065,0
772148058,45,M,3,Graduate,Unknown,$80K - $120K,Blue,6,2210,759,2755,0.343
771776808,44,M,4,Uneducated,Married,$40K - $60K,Blue,4,1527,0,1877,0
715905633,45,M,1,Graduate,Single,$60K - $80K,Blue,1,6022,1433,3433,0.238
778282758,55,M,2,College,Divorced,$120K +,Blue,2,26729,1052,4140,0.039
717886008,63,M,1,High School,Single,Less than $40K,Blue,3,6102,0,4527,0
709985133,33,F,2,Graduate,Divorced,Less than $40K,Blue,1,6803,2296,2603,0.337
709289358,46,M,3,Graduate,Single,$80K - $120K,Blue,1,8101,1266,3226,0.156
720457608,41,F,4,Graduate,Married,Less than $40K,Blue,1,4632,0,4306,0
780612558,58,F,1,Graduate,Single,$40K - $60K,Blue,3,1996,1850,3421,0.927
714216033,51,M,3,Doctorate,Married,$120K +,Blue,1,11600,738,3488,0.064
710577708,35,M,1,Unknown,Single,$40K - $60K,Blue,3,2657,1983,2591,0.746
719462433,42,F,5,Graduate,Single,Less than $40K,Blue,2,8464,1002,4227,0.118
769063308,45,M,3,Post-Graduate,Married,$80K - $120K,Blue,2,29003,2323,1676,0.08
715136583,51,M,3,High School,Single,$40K - $60K,Blue,3,5000,942,4077,0.188
710915358,63,F,0,College,Single,Unknown,Blue,1,14963,1616,3242,0.108
709841433,45,F,2,Graduate,Divorced,Less than $40K,Blue,3,3855,1188,3885,0.308
710509758,36,M,4,College,Single,$120K +,Blue,3,28200,765,2507,0.027
720527058,39,F,1,Graduate,Single,Less than $40K,Blue,3,2310,1306,4343,0.565
711787383,52,F,2,High School,Single,Less than $40K,Blue,1,1960,1428,3782,0.729
715824108,52,F,1,Graduate,Married,Less than $40K,Blue,1,3773,1291,4697,0.342
719474583,50,M,1,Graduate,Married,$80K - $120K,Blue,2,9771,1776,2778,0.182
719282433,60,F,0,Graduate,Single,Unknown,Blue,3,6417,1372,3280,0.214
772669833,43,M,3,Post-Graduate,Single,$60K - $80K,Blue,3,16037,0,3048,0
789365508,49,M,2,High School,Divorced,$40K - $60K,Blue,3,14839,512,1453,0.035
806641683,44,M,3,Uneducated,Married,$80K - $120K,Silver,2,34516,1461,3416,0.042
805534608,54,F,2,College,Single,$40K - $60K,Blue,3,8769,1314,3817,0.15
781117533,50,M,1,Unknown,Married,$120K +,Blue,3,20968,0,2823,0
710294808,44,M,3,High School,Married,$60K - $80K,Blue,1,2188,1241,4509,0.567
718788258,52,M,5,Unknown,Married,$80K - $120K,Blue,3,30314,776,3290,0.026
716404383,47,F,2,Graduate,Married,Unknown,Blue,3,18799,2517,2315,0.134
824795358,49,F,3,High School,Married,Less than $40K,Blue,3,1638,1038,4150,0.634
715196508,45,M,3,Graduate,Married,$40K - $60K,Blue,3,3538,0,4123,0
779051808,35,F,1,Graduate,Single,$40K - $60K,Blue,2,2546,1348,4145,0.529
720695583,65,M,1,Graduate,Single,Unknown,Blue,2,10775,1787,3432,0.166
826414083,47,F,4,Unknown,Married,$40K - $60K,Blue,3,4798,1017,4225,0.212
708426483,56,F,2,Graduate,Single,Less than $40K,Blue,6,5816,716,3534,0.123
787472283,49,M,2,Graduate,Married,$80K - $120K,Blue,2,20533,1321,3918,0.064
716948283,58,M,1,College,Single,$80K - $120K,Blue,3,9890,0,3497,0
778375458,52,M,3,Graduate,Married,$80K - $120K,Blue,3,30820,1724,3402,0.056
718504983,45,F,2,Graduate,Married,Less than $40K,Blue,2,6091,0,3340,0
709625733,50,M,2,High School,Single,$60K - $80K,Blue,2,9690,1115,4620,0.115
719357058,62,F,2,Doctorate,Single,$40K - $60K,Blue,3,6797,1428,3962,0.21
709626858,44,F,3,High School,Married,Less than $40K,Blue,3,4985,1379,4222,0.277
711843708,61,F,0,Graduate,Divorced,Less than $40K,Blue,3,2125,0,2860,0
711349083,47,F,4,Doctorate,Married,Less than $40K,Blue,2,4012,0,2962,0
721462458,52,F,3,High School,Married,Unknown,Blue,2,23858,1179,3784,0.049
780833058,46,M,2,High School,Married,$40K - $60K,Blue,3,2619,2271,3835,0.867
769962933,40,F,3,Graduate,Single,Less than $40K,Blue,1,6728,1192,5244,0.177
719095533,47,F,4,Uneducated,Married,$40K - $60K,Blue,3,2680,1652,3382,0.616
709718058,52,F,4,Uneducated,Single,Less than $40K,Blue,1,2936,2181,4650,0.743
819151083,46,M,5,High School,Single,$60K - $80K,Blue,3,7478,1775,4042,0.237
770778108,49,M,4,Post-Graduate,Married,$60K - $80K,Blue,2,2527,1419,3585,0.562
718877883,44,F,3,Unknown,Single,Less than $40K,Blue,1,5644,2517,2440,0.446
710376708,50,F,5,Uneducated,Single,Less than $40K,Blue,3,2837,1377,3928,0.485
718366983,40,M,3,Graduate,Married,$80K - $120K,Blue,2,18584,2446,3504,0.132
719604858,45,F,3,Unknown,Married,Less than $40K,Blue,3,5941,0,2196,0
714549558,41,F,2,Graduate,Married,$40K - $60K,Blue,2,9576,0,2362,0
822955008,63,M,1,Graduate,Single,$60K - $80K,Blue,3,9569,0,2287,0
712986483,32,M,3,College,Unknown,$80K - $120K,Blue,5,15412,0,3993,0
779597133,55,M,1,Graduate,Single,$80K - $120K,Blue,3,2663,1784,4317,0.67
758426583,51,F,2,Post-Graduate,Married,Less than $40K,Blue,3,1438.3,1031,3308,0.717
716805408,52,M,3,Doctorate,Married,$60K - $80K,Blue,2,5376,804,4511,0.15
711275433,47,M,4,Uneducated,Unknown,Unknown,Blue,3,18873,0,2021,0
778968408,39,M,2,Doctorate,Single,$60K - $80K,Blue,1,5341,0,1955,0
827117808,45,M,1,Graduate,Single,$60K - $80K,Blue,3,9904,2513,1152,0.254
804462633,43,F,3,High School,Divorced,Less than $40K,Blue,3,7084,0,2287,0
709321908,47,M,3,High School,Single,$80K - $120K,Blue,2,7498,2319,1676,0.309
714907908,51,F,0,High School,Married,$40K - $60K,Blue,2,5450,1674,3722,0.307
818336508,50,M,2,Unknown,Single,$120K +,Blue,2,32719,1650,4037,0.05
712597233,37,M,2,Uneducated,Unknown,$40K - $60K,Blue,3,3250,1721,1714,0.53
711964533,44,M,3,College,Married,$40K - $60K,Blue,3,6111,2517,4155,0.412
716705433,62,F,1,Uneducated,Unknown,Less than $40K,Silver,1,12590,931,4182,0.074
717983058,41,F,3,Graduate,Married,$40K - $60K,Blue,1,1982,1068,3058,0.539
709587783,39,M,4,Post-Graduate,Single,$60K - $80K,Silver,3,25133,0,4033,0
709804533,40,M,4,Uneducated,Single,$120K +,Blue,1,17818,1451,3973,0.081
712076358,46,M,3,High School,Single,$120K +,Blue,3,5155,868,3535,0.168
711670308,51,F,3,Unknown,Married,Less than $40K,Blue,2,6006,1576,3199,0.262
720717108,64,M,1,Uneducated,Single,Unknown,Blue,3,2571,1210,3647,0.471
784789758,40,M,2,Unknown,Married,$60K - $80K,Blue,3,3269,1601,3966,0.49
779689233,50,M,3,Graduate,Single,$40K - $60K,Blue,1,2798,1291,2903,0.461
788792583,44,F,3,Unknown,Single,$40K - $60K,Blue,3,7277,0,4458,0
710657508,32,M,0,College,Unknown,Less than $40K,Blue,3,3788,1325,3975,0.35
716393958,43,M,3,High School,Single,$80K - $120K,Blue,2,28262,1483,3855,0.052
770708133,47,F,5,High School,Single,Less than $40K,Blue,2,2169,1330,3833,0.613
766131033,43,F,4,Graduate,Married,Less than $40K,Blue,3,3767,976,3163,0.259
719816583,46,M,3,Doctorate,Married,$120K +,Blue,2,8989,552,2309,0.061
715376508,47,F,5,Graduate,Married,Less than $40K,Blue,5,2838,2517,3493,0.887
709300458,48,M,1,Graduate,Unknown,Less than $40K,Blue,3,7199,1031,4041,0.143
778340733,44,F,3,College,Married,$40K - $60K,Blue,1,8495,1537,1950,0.181
708195633,40,M,2,High School,Unknown,$80K - $120K,Silver,2,34516,1182,2440,0.034
714729933,46,M,2,Unknown,Married,$80K - $120K,Blue,1,14164,1525,3749,0.108
794514108,50,F,2,Unknown,Married,Unknown,Blue,2,3604,0,4051,0
812501358,46,F,4,Post-Graduate,Divorced,Less than $40K,Blue,1,1752,611,4864,0.349
718961208,43,F,3,College,Single,Less than $40K,Blue,3,4204,0,3799,0
814459833,42,F,3,Graduate,Single,Less than $40K,Blue,3,8017,0,3042,0
720363258,43,F,4,Graduate,Married,Less than $40K,Blue,3,2778,1640,4007,0.59
714496083,51,M,3,Unknown,Single,$60K - $80K,Blue,2,6649,1781,1609,0.268
713004933,40,M,3,High School,Married,$60K - $80K,Blue,2,6813,2332,2634,0.342
712011633,40,F,2,Doctorate,Single,$40K - $60K,Blue,1,2797,850,3652,0.304
772466508,45,M,3,Unknown,Single,$60K - $80K,Blue,2,18004,2517,2030,0.14
708225483,47,M,4,Graduate,Married,$80K - $120K,Blue,2,11242,1561,4246,0.139
788923758,26,F,1,High School,Unknown,Unknown,Blue,1,10693,2517,4138,0.235
789150633,50,F,3,Graduate,Married,Less than $40K,Blue,3,3026,1888,3687,0.624
710809083,37,F,4,College,Married,Less than $40K,Blue,3,1438.3,787,4587,0.547
787669233,51,M,2,Doctorate,Single,$80K - $120K,Blue,3,34516,1046,3435,0.03
708119658,49,F,4,Graduate,Married,$40K - $60K,Blue,2,12836,1034,2519,0.081
737921733,62,F,1,Unknown,Single,Less than $40K,Blue,3,1892,1604,1581,0.848
765940683,37,M,3,Uneducated,Single,$80K - $120K,Blue,2,11277,1747,2033,0.155
719732433,54,M,2,Graduate,Single,$60K - $80K,Blue,3,12815,1017,3771,0.079
715491483,44,M,2,Graduate,Divorced,$120K +,Blue,2,24016,0,3693,0
783381933,43,M,4,Uneducated,Married,$60K - $80K,Blue,1,3482,1942,3512,0.558
811554708,44,F,3,High School,Married,Unknown,Blue,6,26516,1434,3609,0.054
719536608,49,F,3,Graduate,Single,Less than $40K,Blue,5,2285,1931,4944,0.845
720753183,48,M,2,Post-Graduate,Married,$40K - $60K,Blue,3,9617,2035,4247,0.212
714505683,51,M,4,Uneducated,Divorced,$80K - $120K,Blue,3,34516,0,3250,0
711942783,41,F,3,High School,Married,Less than $40K,Blue,1,2354,1909,4048,0.811
714031983,41,F,3,High School,Single,Less than $40K,Silver,1,11533,1418,4038,0.123
711372258,59,M,1,College,Single,$40K - $60K,Blue,2,5042,1002,2897,0.199
710825658,37,F,3,Uneducated,Single,Less than $40K,Blue,3,2584,1614,4045,0.625
716575758,50,F,2,College,Unknown,Unknown,Blue,3,1438.3,0,1859,0
714732183,47,M,4,Uneducated,Unknown,$40K - $60K,Blue,3,3402,1607,3188,0.472
714097683,55,F,2,Graduate,Married,$40K - $60K,Blue,3,1809,0,2123,0
720568083,40,M,2,Graduate,Divorced,$60K - $80K,Blue,2,8624,0,2428,0
708121908,48,M,4,Unknown,Married,$80K - $120K,Blue,3,22917,0,2045,0
778710783,45,M,3,High School,Divorced,$80K - $120K,Blue,2,18410,974,3778,0.053
713745783,29,F,0,Post-Graduate,Single,Unknown,Gold,1,34516,1452,2336,0.042
711043983,44,M,3,High School,Single,$80K - $120K,Blue,3,34516,1259,3275,0.036
716438433,41,M,1,Doctorate,Married,$80K - $120K,Blue,3,10130,1449,4002,0.143
709435533,53,F,1,Unknown,Single,Less than $40K,Blue,3,3099,0,1401,0
711080358,55,M,1,Unknown,Unknown,$120K +,Blue,1,19849,2205,3657,0.111
718677858,39,M,1,College,Married,Less than $40K,Blue,2,2283,1053,4571,0.461
720259308,39,M,3,High School,Single,$80K - $120K,Blue,3,6347,569,3927,0.09
719346708,41,F,1,Unknown,Divorced,Less than $40K,Blue,2,2758,1675,3820,0.607
719874633,44,M,1,High School,Unknown,$80K - $120K,Gold,2,34516,0,1891,0
720286908,50,M,3,Uneducated,Married,$40K - $60K,Blue,2,3469,0,3680,0
719168883,45,F,5,Unknown,Single,Less than $40K,Blue,4,5155,0,2753,0
789893808,52,M,3,Graduate,Divorced,$120K +,Silver,2,34516,1230,2100,0.036
772472208,50,M,1,Uneducated,Married,$60K - $80K,Blue,1,4092,996,2298,0.243
710402508,52,M,0,Unknown,Married,$80K - $120K,Blue,3,4675,0,3487,0
710218233,43,F,3,High School,Single,$40K - $60K,Blue,3,2297,1044,3161,0.455
714212358,38,F,3,High School,Single,Unknown,Blue,3,5260,1706,2142,0.324
812956983,51,M,3,Graduate,Married,$80K - $120K,Blue,3,3458,1989,3409,0.575
780241758,59,M,1,High School,Single,$60K - $80K,Blue,2,3943,2517,3527,0.638
711580908,52,F,3,Unknown,Single,$40K - $60K,Blue,3,3028,2258,4119,0.746
712835433,49,F,3,Uneducated,Married,Unknown,Blue,3,1438.3,0,4869,0
716461683,47,F,3,Uneducated,Married,Less than $40K,Silver,3,11884,1339,4134,0.113
713617608,43,M,3,Unknown,Married,$120K +,Silver,2,34516,1844,4217,0.053
714622833,47,M,3,Uneducated,Single,$80K - $120K,Blue,3,26058,1664,3489,0.064
712115958,47,F,3,Uneducated,Single,Less than $40K,Blue,3,2808,2264,3562,0.806
712033833,42,F,4,Unknown,Unknown,Less than $40K,Blue,3,1874,1341,3899,0.716
714548733,35,M,0,College,Single,$80K - $120K,Silver,3,34516,0,2655,0
719523108,61,M,0,Post-Graduate,Single,$60K - $80K,Blue,2,11236,576,4253,0.051
710881008,42,M,3,High School,Single,$80K - $120K,Blue,1,6380,1238,4119,0.194
715098333,52,M,2,High School,Single,$120K +,Blue,2,34516,761,4313,0.022
708211383,35,F,3,Graduate,Single,Less than $40K,Blue,3,2664,0,3906,0
715054683,50,M,2,Uneducated,Single,$80K - $120K,Blue,3,1645,0,3838,0
710670633,40,M,4,High School,Married,$60K - $80K,Blue,3,5797,1779,2131,0.307
784560258,45,M,1,Uneducated,Divorced,$60K - $80K,Blue,2,21721,1247,3937,0.057
710871108,45,M,5,Uneducated,Divorced,$60K - $80K,Silver,2,31756,1459,4759,0.046
787770858,43,M,4,Graduate,Single,$80K - $120K,Blue,2,8333,774,3889,0.093
721104708,41,F,3,Post-Graduate,Single,Less than $40K,Blue,3,2067,1966,3033,0.951
717461283,38,F,2,Graduate,Single,Unknown,Blue,2,2214,570,2066,0.257
803028858,38,F,2,Graduate,Single,Less than $40K,Blue,3,3775,0,2031,0
716628633,41,M,4,Uneducated,Single,$80K - $120K,Blue,3,4388,1519,4406,0.346
813380058,64,F,0,Graduate,Single,Unknown,Blue,2,4100,863,3593,0.21
770135358,46,F,1,Graduate,Married,Less than $40K,Blue,2,5157,1485,4417,0.288
719301258,61,M,0,Post-Graduate,Single,$40K - $60K,Silver,3,15939,0,3982,0
711340233,46,F,0,Graduate,Single,Unknown,Blue,1,9216,2059,3630,0.223
710002833,32,F,1,High School,Married,Unknown,Blue,2,3413,2517,4355,0.737
808705758,43,M,3,Unknown,Unknown,$80K - $120K,Blue,2,20348,1732,1624,0.085
710839308,34,F,2,High School,Single,Less than $40K,Blue,1,5015,1671,3161,0.333
768687183,54,F,1,College,Single,Less than $40K,Blue,1,2440,1083,3017,0.444
720541758,45,F,4,College,Divorced,Less than $40K,Blue,1,4948,1655,3711,0.334
712263258,49,F,2,Uneducated,Married,Less than $40K,Blue,3,2468,0,3371,0
712751133,42,M,3,Doctorate,Single,$60K - $80K,Blue,3,11328,1369,1829,0.121
779662308,49,F,2,Unknown,Married,Less than $40K,Blue,1,1438.3,710,3808,0.494
719260608,38,M,3,Uneducated,Single,$60K - $80K,Silver,3,34516,1566,3961,0.045
803319633,51,F,2,High School,Married,Less than $40K,Blue,3,3183,1358,3988,0.427
708170508,38,M,2,Graduate,Married,$60K - $80K,Blue,3,1438.3,0,1651,0
711891933,47,M,3,High School,Married,$80K - $120K,Blue,3,12945,1582,3369,0.122
802875333,51,M,1,High School,Single,$60K - $80K,Blue,3,2458,0,3377,0
719991783,40,M,2,High School,Married,$80K - $120K,Silver,3,34516,2183,3644,0.063
745435533,44,M,2,Unknown,Married,$80K - $120K,Blue,1,2617,2517,3104,0.962
718063083,40,M,2,Graduate,Married,$40K - $60K,Blue,1,6500,2025,4738,0.312
710713608,60,M,0,Uneducated,Single,$80K - $120K,Blue,3,24528,2396,4070,0.098
720487308,49,M,1,High School,Unknown,$60K - $80K,Blue,3,15898,0,4184,0
719770158,54,F,3,Post-Graduate,Single,Less than $40K,Blue,4,8516,0,2189,0
712283808,50,F,3,High School,Married,Less than $40K,Silver,2,10062,1149,1964,0.114
779737233,51,M,1,Graduate,Married,$60K - $80K,Blue,3,9589,628,3971,0.065
751076058,44,F,4,Unknown,Married,Unknown,Blue,3,5826,0,3756,0
736552308,48,F,4,Graduate,Married,Less than $40K,Blue,1,3521,672,3291,0.191
720578058,53,M,4,Unknown,Single,$60K - $80K,Blue,3,8386,2375,4101,0.283
714932658,42,F,4,College,Single,Unknown,Blue,3,15449,0,4098,0
804708633,44,F,3,Uneducated,Single,Less than $40K,Blue,2,7323,0,4666,0
716271183,45,F,2,Uneducated,Single,Less than $40K,Blue,2,8924,0,1720,0
712442508,52,F,4,Post-Graduate,Married,Less than $40K,Blue,3,1438.3,783,3464,0.544
719165508,48,F,3,Graduate,Married,$40K - $60K,Silver,3,18965,2262,3066,0.119
826467333,57,M,1,High School,Single,$80K - $120K,Blue,1,7976,585,4082,0.073
721027083,47,F,4,Post-Graduate,Single,Unknown,Blue,1,3054,1862,3543,0.61
713764458,53,M,2,Graduate,Single,$120K +,Blue,2,10620,2090,3453,0.197
816261858,61,M,0,Graduate,Single,$40K - $60K,Blue,5,3984,2245,1821,0.564
710850633,65,M,0,High School,Single,$40K - $60K,Blue,2,2507,1613,3325,0.643
805282908,43,M,5,Graduate,Unknown,$40K - $60K,Blue,3,7599,1100,4401,0.145
771246708,40,M,5,Graduate,Unknown,$120K +,Blue,2,31954,2297,4371,0.072
785119833,40,M,3,College,Divorced,$60K - $80K,Blue,3,19666,1180,3391,0.06
716780283,39,M,2,Uneducated,Single,$40K - $60K,Blue,3,6628,1735,4050,0.262
716546283,39,M,3,Graduate,Married,$60K - $80K,Blue,3,13049,943,3944,0.072
721308033,45,F,2,Post-Graduate,Single,Less than $40K,Blue,3,3036,2517,2609,0.829
779270883,48,M,4,High School,Married,$60K - $80K,Blue,3,16575,0,3982,0
822061683,38,M,1,Graduate,Single,$60K - $80K,Blue,3,23391,1977,4106,0.085
710058033,51,M,0,Uneducated,Divorced,$120K +,Blue,1,23898,0,3781,0
710678658,47,F,4,Unknown,Unknown,Less than $40K,Blue,3,4944,1151,3684,0.233
712943508,48,F,5,Graduate,Married,Less than $40K,Blue,3,6921,1023,4608,0.148
816263808,47,M,1,Graduate,Single,$80K - $120K,Blue,1,18026,755,2760,0.042
714162033,45,F,3,Post-Graduate,Divorced,Less than $40K,Blue,4,5216,1519,3434,0.291
711238908,65,F,0,Uneducated,Single,Less than $40K,Blue,5,7699,1758,5103,0.228
713971608,49,M,4,Uneducated,Married,Less than $40K,Blue,1,7232,1830,4337,0.253
